metadata_source,paper_id,title,published_venue,publication_year,treatment,outcome,sign,context,triplet_key,triplet_uid,ideology_sensitivity,policy_direction,economic_liberal_preferred_sign,economic_conservative_preferred_sign,region_bucket,time_decade,unit_of_analysis,race,gender,age,text_surface_cues_up,text_surface_cues_down,evidence,normalization_warnings,validation_errors
legacy,24325,Uncertainty and Economic Activity: A Multi-Country Perspective,review_of_financial_studies,2018,Real common factor,Volatility–growth correlation,-,"This paper analyzes quarterly country-level data on real GDP growth and realized equity-market volatility for 32 advanced and emerging economies (covering >90% of world GDP) over 1993:Q1–2011:Q2. Units are country-quarter observations. Combining a multi-country Lucas-tree model with empirical factor-augmented VARs and cross-sectional factor estimation, the study assumes a pervasive global ‘real’ growth factor and an additional common ‘financial’ factor in volatilities to separate global versus country-specific shocks and quantify their effects on growth and volatility.",24325|real common factor|volatility–growth correlation,,non_sensitive,unclear,,,"[""Developing""]","[""1990s"", ""2000s"", ""2010s""]","[""government_country""]",[],[],[],"[""growth""]",[],"{""ideology_sensitivity"": [""treatment : Real common factor"", ""outcome : Volatility–growth correlation""], ""policy_direction"": [], ""preferred_signs"": [""treatment : Real common factor"", ""outcome : Volatility–growth correlation""], ""region_bucket"": [""32 advanced and emerging economies"", ""emerging economies""], ""time_decade"": [""1993:Q1–2011:Q2""], ""unit_of_analysis"": [""quarterly country-level data"", ""Units are country-quarter observations""], ""demographics"": [], ""text_surface_cues"": [""'real GDP growth'"", ""'growth factor'""]}",[],[]
legacy,16967,Global retail lending in the aftermath of the US financial crisis: Distinguishing between supply and demand effects,journal_of_financial_economics,2011,US financial crisis,Supply of retail lending,-,"This empirical study examines German retail lending using the universe of savings‑bank consumer and mortgage loan applications from July 2006–June 2008. It compares individual loan outcomes at savings banks 'affected' by their ownership/guarantees of Landesbanken hit by US subprime losses (Sachsen LB, West LB, Bayern LB) versus 'nonaffected' banks. Units are loan applications and banks; institutional features include savings banks' regional/narrow‑banking mandate and vertical support obligations to Landesbanken after the August 2007 shock.",16967|us financial crisis|supply of retail lending,,non_sensitive,unclear,,,"[""Developed""]","[""2000s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""treatment: US financial crisis"", ""outcome: Supply of retail lending""], ""policy_direction"": [], ""preferred_signs"": [""treatment: US financial crisis"", ""outcome: Supply of retail lending""], ""region_bucket"": [""examines German retail lending"", ""savings‑bank"", ""Landesbanken"", ""Sachsen LB, West LB, Bayern LB""], ""time_decade"": [""July 2006–June 2008"", ""August 2007""], ""unit_of_analysis"": [""Units are loan applications and banks"", ""compares individual loan outcomes at savings banks""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,5323,Exchange Rate Variability and the Riskiness of U.S. Multinational Firms:Evidence from the Breakdown of the Bretton Woods System,journal_of_financial_economics,1995,Exchange rate variability,Stock return volatility,+,"The paper examines U.S. multinational firms around the 1973 switch from fixed to floating exchange rates, comparing two periods (pre- and post-1973) and three control firm samples. The unit is monthly stock returns of U.S. multinational firms; the study uses a single-factor market model to decompose total volatility into systematic (market risk/beta) and diversifiable components and links increased post-1973 exchange rate variability to higher stock return volatility and market risk.",5323|exchange rate variability|stock return volatility,,non_sensitive,unclear,,,"[""Developed""]","[""1970s""]","[""firm""]",[],[],[],"[""increased"", ""higher""]",[],"{""ideology_sensitivity"": [""links increased post-1973 exchange rate variability to higher stock return volatility and market risk""], ""policy_direction"": [], ""preferred_signs"": [""links increased post-1973 exchange rate variability to higher stock return volatility and market risk""], ""region_bucket"": [""U.S. multinational firms"", ""U.S.""], ""time_decade"": [""around the 1973 switch from fixed to floating exchange rates"", ""pre- and post-1973""], ""unit_of_analysis"": [""The unit is monthly stock returns of U.S. multinational firms""], ""demographics"": [], ""text_surface_cues"": [""links increased post-1973 exchange rate variability to higher stock return volatility and market risk"", ""increased"", ""higher""]}",[],[]
legacy,24237,Signaling Safety,journal_of_financial_economics,2018,Dividend increase,Cash-flow volatility,-,"U.S. publicly listed firms (NYSE, AMEX, NASDAQ) are analyzed around dividend and share-repurchase events from 1964–2013 (repurchases 1980–2013). The unit is individual firms and dividend/repurchase announcement events; the authors use firm-level monthly returns and quarterly accounting data and apply Campbell–Shiller return decompositions and VARs estimated on 60 months before/after each event. The institutional setting is corporate payout policy decisions (dividend increases/decreases, initiations, omissions, repurchase announcements), with attention to financial constraints and robustness to market-wide trends.",24237|dividend increase|cash-flow volatility,,non_sensitive,unclear,,,"[""Developed""]","[""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s"", ""2010s""]","[""firm""]",[],[],[],"[""increase"", ""increases""]","[""decreases""]","{""ideology_sensitivity"": [""The institutional setting is corporate payout policy decisions (dividend increases/decreases, initiations, omissions, repurchase announcements)""], ""policy_direction"": [], ""preferred_signs"": [""The institutional setting is corporate payout policy decisions (dividend increases/decreases, initiations, omissions, repurchase announcements)""], ""region_bucket"": [""U.S. publicly listed firms (NYSE, AMEX, NASDAQ)""], ""time_decade"": [""1964–2013"", ""repurchases 1980–2013""], ""unit_of_analysis"": [""The unit is individual firms and dividend/repurchase announcement events"", ""firm-level monthly returns and quarterly accounting data""], ""demographics"": [], ""text_surface_cues"": [""Dividend increase"", ""dividend increases/decreases""]}",[],[]
legacy,17136,A Pyrrhic Victory? - Bank Bailouts and Sovereign Credit Risk,journal_of_finance,2011,Financial sector bailout announcement,Bank CDS spreads,-,"Analyzes the 2007–2010 global financial crisis with a focus on Western Europe (Eurozone and other developed countries). Units are sovereigns and large banks (bank-level and country-level observations); main data are daily/weekly credit default swap (CDS) spreads, equity returns, and country debt ratios. The institutional setting examines public bank bailouts and government guarantees (notably Ireland’s Sept 2008 guarantee and subsequent Fall 2008 bailouts), and how bailout financing (debt issuance/taxation) affected sovereign creditworthiness and fed back to bank credit risk.",17136|financial sector bailout announcement|bank cds spreads,,ideology_sensitive,unclear,-,+,"[""Developed""]","[""2000s"", ""2010s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""institutional setting examines public bank bailouts and government guarantees"", ""how bailout financing (debt issuance/taxation) affected sovereign creditworthiness and fed back to bank credit risk""], ""policy_direction"": [], ""preferred_signs"": [""institutional setting examines public bank bailouts and government guarantees"", ""how bailout financing (debt issuance/taxation) affected sovereign creditworthiness and fed back to bank credit risk""], ""region_bucket"": [""focus on Western Europe (Eurozone and other developed countries)""], ""time_decade"": [""2007–2010"", ""Sept 2008"", ""Fall 2008""], ""unit_of_analysis"": [""Units are sovereigns and large banks (bank-level and country-level observations)""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,8222,"Culture, Openness, and Finance",journal_of_financial_economics,2001,English language,Anti-director rights index,+,"This paper analyzes cross-country variation in investor protection and financial development using 49 countries (excluding recent socialist states) in the late 20th century. Rights measures are centered on laws circa 1993, enforcement indices are averaged through the 1980s–1995, and financial/openness measures use 1985–1995 averages. The unit of observation is the country; regressions examine how culture proxies (primary religion and language), legal origin (common vs. civil law), income per capita, and measures of trade openness relate to shareholder and creditor rights and their enforcement.",8222|english language|anti-director rights index,,,unclear,,,[],"[""1980s"", ""1990s""]","[""government_country""]",[],[],[],[],[],"{""ideology_sensitivity"": [""investor protection and financial development"", ""shareholder and creditor rights and their enforcement""], ""policy_direction"": [], ""preferred_signs"": [""investor protection and financial development"", ""shareholder and creditor rights and their enforcement""], ""region_bucket"": [""cross-country variation in investor protection and financial development using 49 countries (excluding recent socialist states)""], ""time_decade"": [""late 20th century"", ""laws circa 1993"", ""enforcement indices are averaged through the 1980s–1995"", ""financial/openness measures use 1985–1995 averages""], ""unit_of_analysis"": [""The unit of observation is the country""], ""demographics"": [], ""text_surface_cues"": []}","[""legacy ideologically_sensitive flag missing; preserved as missing""]",[]
legacy,7403,Investor Protection and Corporate Valuation,journal_of_finance,1999,Legal protection of minority shareholders,Corporate valuation,+,"This paper studies how legal protection of minority shareholders and controlling shareholders’ cash-flow ownership affect corporate valuation using a cross-sectional sample of 371 large publicly traded firms from 27 wealthy countries in the late 1990s. It exploits cross-country institutional variation in shareholder rights, disclosure rules, and enforcement regimes; units are firms nested within countries. The authors develop a theoretical model and test it with firm-level regressions relating market valuation (Tobin’s q/market‑to‑book) to investor-protection indices and governance controls.",7403|legal protection of minority shareholders|corporate valuation,,ideology_sensitive,unclear,+,-,[],"[""1990s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""Legal protection of minority shareholders"", ""investor-protection indices"", ""disclosure rules, and enforcement regimes""], ""policy_direction"": [], ""preferred_signs"": [""Legal protection of minority shareholders"", ""investor-protection indices"", ""disclosure rules, and enforcement regimes""], ""region_bucket"": [""27 wealthy countries""], ""time_decade"": [""late 1990s""], ""unit_of_analysis"": [""units are firms nested within countries"", ""firm-level regressions""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,22660,Pay Now or Pay Later?: The Economics within the Private Equity Partnership,journal_of_financial_economics,2016,Ownership inequality,Senior partner departure rate,+,"This paper studies 717 private equity funds (and ~6,300 investment professionals) largely vintage 2000–2015 (median 2007), using proprietary due-diligence data from a large institutional limited partner across the U.S., Canada, Europe and other regions. It analyzes how carried-interest and management-company ownership allocations (and founder status and inequality) influence senior and junior partner departures, and how those departures affect subsequent fundraising (next fund size), using regressions that control for fund characteristics and prior fund/partner performance, with outcomes observed through end-2015.",22660|ownership inequality|senior partner departure rate,,non_sensitive,unclear,,,"[""Developed""]","[""2000s"", ""2010s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""treatment: Ownership inequality"", ""outcome: Senior partner departure rate"", ""analyzes how carried-interest and management-company ownership allocations ... influence senior and junior partner departures""], ""policy_direction"": [], ""preferred_signs"": [""treatment: Ownership inequality"", ""outcome: Senior partner departure rate"", ""analyzes how carried-interest and management-company ownership allocations ... influence senior and junior partner departures""], ""region_bucket"": [""across the U.S., Canada, Europe and other regions""], ""time_decade"": [""vintage 2000–2015 (median 2007)"", ""outcomes observed through end-2015""], ""unit_of_analysis"": [""This paper studies 717 private equity funds (and ~6,300 investment professionals)""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,27856,Why Does the Fed Move Markets so Much? A Model of Monetary Policy and Time-Varying Risk Aversion,journal_of_financial_economics,2020,Surprise increase in short-term interest rate,Output and consumption relative to habit,-,"This paper develops and estimates a New Keynesian model with finance-habit preferences and tests implications using U.S. macro and financial data from 2001Q2–2019Q2 and high-frequency asset returns around FOMC announcements (Jan 2001–Dec 2019). Units of observation include aggregate quarterly macro series (output gap, inflation, Federal Funds rate) and event-day asset prices (S&P 500, 10-year nominal and TIPS yields/breakeven). The institutional setting is U.S. Federal Reserve policy announcements that reveal short-term rate surprises and longer-run inflation news; estimation uses SMM, VAR moments, and event-window regressions.",27856|surprise increase in short-term interest rate|output and consumption relative to habit,,,unclear,,,"[""Developed""]","[""2000s"", ""2010s""]","[""government_country""]",[],[],[],"[""increase""]",[],"{""ideology_sensitivity"": [], ""policy_direction"": [], ""preferred_signs"": [], ""region_bucket"": [""U.S. macro and financial data"", ""U.S. Federal Reserve policy announcements""], ""time_decade"": [""2001Q2–2019Q2"", ""Jan 2001–Dec 2019""], ""unit_of_analysis"": [""aggregate quarterly macro series (output gap, inflation, Federal Funds rate)"", ""event-day asset prices (S&P 500, 10-year nominal and TIPS yields/breakeven)""], ""demographics"": [], ""text_surface_cues"": [""Surprise increase in short-term interest rate""]}","[""legacy ideologically_sensitive flag missing; preserved as missing""]",[]
legacy,7286,The Market for Catastrophe Risk:  A Clinical Examination,journal_of_financial_economics,1999,Hurricane Andrew occurrence,Reinsurance premiums,+,"This paper examines U.S. catastrophe (cat) insurance and reinsurance markets from 1970s–1990s with focus on 1992 (Hurricane Andrew) and 1996–1999 transactions (USAA’s Residential Re and CEA’s 1996 deal). Units are insurers, reinsurance treaties, and special-purpose noteholders; analyses use firm- and industry-level reinsurance contracts and premiums, AIR catastrophe-model outputs, and market outcomes across states (notably Florida and California) and Bermuda-based reinsurers. Institutional background includes regulatory guarantees, reinsurance market structure, cat-bond securitization, and post-event pricing cycles.",7286|hurricane andrew occurrence|reinsurance premiums,,non_sensitive,unclear,,,"[""Developed""]","[""1970s"", ""1980s"", ""1990s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""treatment: Hurricane Andrew occurrence"", ""outcome: Reinsurance premiums""], ""policy_direction"": [], ""preferred_signs"": [""treatment: Hurricane Andrew occurrence"", ""outcome: Reinsurance premiums""], ""region_bucket"": [""This paper examines U.S. catastrophe (cat) insurance and reinsurance markets"", ""market outcomes across states (notably Florida and California)"", ""Bermuda-based reinsurers""], ""time_decade"": [""from 1970s–1990s"", ""focus on 1992 (Hurricane Andrew)"", ""1996–1999 transactions""], ""unit_of_analysis"": [""Units are insurers, reinsurance treaties, and special-purpose noteholders"", ""analyses use firm- and industry-level reinsurance contracts and premiums""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,7396,The Diversification Discount: Cash Flows vs. Returns,journal_of_finance,1999,Expected future cash flows,Excess firm value,+,"This paper examines U.S. publicly traded firms over 1979–1997 using Compustat segment data to compare multi‑segment (diversified) firms with portfolios of matched single‑segment firms (matched by 2/3/4‑digit SIC, excluding financial firms and sales <$20m). Units are firm‑years and matched portfolios; outcomes are market‑book (Q), market‑sales (M), and subsequent total returns (equity plus proxy bond returns). The study uses cross‑sectional and time‑series variation in the U.S. corporate sector to decompose the diversification discount into cash‑flow versus expected‑return components.",7396|expected future cash flows|excess firm value,,non_sensitive,unclear,,,"[""Developed""]","[""1970s"", ""1980s"", ""1990s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""decompose the diversification discount into cash‑flow versus expected‑return components"", ""treatment: Expected future cash flows -> outcome: Excess firm value (corporate finance relationship)""], ""policy_direction"": [], ""preferred_signs"": [""decompose the diversification discount into cash‑flow versus expected‑return components"", ""treatment: Expected future cash flows -> outcome: Excess firm value (corporate finance relationship)""], ""region_bucket"": [""U.S. publicly traded firms""], ""time_decade"": [""1979–1997""], ""unit_of_analysis"": [""Units are firm‑years and matched portfolios"", ""This paper examines U.S. publicly traded firms""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,5602,Trade Credit: Theories and Evidence,review_of_financial_studies,1996,Sales decline,Accounts receivable to sales ratio,+,"Using the 1988–89 National Survey of Small Business Finance (financial year 1987 with some 1986 comparisons) the paper studies U.S. non-financial, non-farm small firms (N≈3,404, stratified by region, MSA status and size up to 500 employees) across industries. It analyzes cross-sectional relationships between firms’ accounts receivable/payable, credit purchases, and measures of access to institutional finance to infer how suppliers provide trade credit and how firms demand it, exploiting industry proxies and the survey’s firm-level financing, sales, and balance-sheet details.",5602|sales decline|accounts receivable to sales ratio,,non_sensitive,unclear,,,"[""Developed""]","[""1980s""]","[""firm""]",[],[],[],[],"[""decline""]","{""ideology_sensitivity"": [""Treatment: Sales decline"", ""Outcome: Accounts receivable to sales ratio""], ""policy_direction"": [], ""preferred_signs"": [""Treatment: Sales decline"", ""Outcome: Accounts receivable to sales ratio""], ""region_bucket"": [""U.S."", ""U.S. non-financial, non-farm small firms""], ""time_decade"": [""1988–89"", ""financial year 1987"", ""1986""], ""unit_of_analysis"": [""small firms"", ""firms""], ""demographics"": [], ""text_surface_cues"": [""Sales decline""]}",[],[]
legacy,13565,Financial Literacy and Stock Market Participation,journal_of_financial_economics,2007,Self-assessed economics knowledge,Stock market participation,+,"Using 2005–2006 modules of the DNB Household Survey, this paper studies Dutch households (respondents aged ~22–90) to assess how financial literacy influences household stock-market participation. It links basic and advanced literacy measures to stock ownership, exploits variation in early-life exposure to economics education (schooling cohorts who attended school before the 1990s stock-market expansion) as an instrument, and leverages institutional context (Euro conversion in 2002, 2005 health‑insurance reform) to address cognition and endogeneity concerns.",13565|self-assessed economics knowledge|stock market participation,,,unclear,,,"[""Developed""]","[""1990s"", ""2000s""]","[""personal_household""]",[],[],"[""15_64"", ""65_plus""]","[""expansion""]",[],"{""ideology_sensitivity"": [], ""policy_direction"": [], ""preferred_signs"": [], ""region_bucket"": [""Dutch households"", ""DNB Household Survey""], ""time_decade"": [""2005–2006 modules"", ""before the 1990s stock-market expansion"", ""Euro conversion in 2002"", ""2005 health‑insurance reform""], ""unit_of_analysis"": [""Dutch households (respondents aged ~22–90)"", ""respondents""], ""demographics"": [""respondents aged ~22–90""], ""text_surface_cues"": [""stock-market expansion""]}","[""legacy ideologically_sensitive flag missing; preserved as missing""]",[]
legacy,8486,Dividend Taxes and Share Prices: Evidence from Real Estate Investment Trusts,journal_of_finance,2001,Book value of common equity,Market value of equity,+,"This empirical study analyzes US equity Real Estate Investment Trusts (REITs) from 1992–1999 (393 firm-year observations for 85 firms). It exploits REIT institutional features: exemption from corporate income tax, a requirement to distribute most taxable income as dividends (limited dividend discretion), and transparent analyst NAV appraisals. The authors regress REIT market equity values on market NAV and proxies for inside tax basis (book values) to test whether shareholder-level dividend tax benefits are capitalized into share prices.",8486|book value of common equity|market value of equity,,non_sensitive,unclear,,,"[""Developed""]","[""1990s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""regress REIT market equity values on market NAV and proxies for inside tax basis (book values) to test whether shareholder-level dividend tax benefits are capitalized into share prices""], ""policy_direction"": [], ""preferred_signs"": [""regress REIT market equity values on market NAV and proxies for inside tax basis (book values) to test whether shareholder-level dividend tax benefits are capitalized into share prices""], ""region_bucket"": [""US equity Real Estate Investment Trusts (REITs)""], ""time_decade"": [""from 1992–1999""], ""unit_of_analysis"": [""393 firm-year observations for 85 firms"", ""REITs"", ""firms""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,14583,Individual Investor Mutual-Fund Flows,journal_of_financial_economics,2008,Expense ratio,Fund inflows,+,"This paper examines individual U.S. investors’ mutual-fund trading using detailed brokerage transactions for ~78,000 households from January 1991–November 1996 (over 325,000 purchases across ~1,100 funds). Units are household-level fund purchases/sales and monthly fund-level inflows/outflows, with holdings split into taxable and tax-deferred accounts. Fund characteristics come from CRSP and Morningstar. The institutional setting includes U.S. realization-based capital-gains taxation, fund expense ratios and loads, allowing within-investor and within-fund comparisons to identify tax-motivated trading and cost sensitivities.",14583|expense ratio|fund inflows,,non_sensitive,unclear,,,"[""Developed""]","[""1990s""]","[""personal_household""]",[],[],[],"[""inflows""]","[""outflows""]","{""ideology_sensitivity"": [], ""policy_direction"": [], ""preferred_signs"": [], ""region_bucket"": [""U.S."", ""U.S. realization-based capital-gains taxation""], ""time_decade"": [""January 1991–November 1996""], ""unit_of_analysis"": [""household-level fund purchases/sales"", ""monthly fund-level inflows/outflows"", ""households""], ""demographics"": [], ""text_surface_cues"": [""inflows"", ""outflows""]}",[],[]
legacy,18903,Indirect Incentives of Hedge Fund Managers,journal_of_finance,2013,Fund age,Direct pay for performance,+,"This paper studies how hedge fund performance drives investor flows and managers’ lifetime compensation using a panel of 2,687 open-end hedge funds from the TASS database over 1995–2010, analyzed at monthly, quarterly and annual frequencies. The unit is fund-period observations (fund-year/quarter/month) in the hedge-fund industry, with rich contractual detail (management and incentive fees, high-water marks), fund age, and strategy (capacity-constrained vs scalable). The authors combine flow regressions with contingent-claims valuation to quantify direct and indirect pay-for-performance.",18903|fund age|direct pay for performance,,non_sensitive,unclear,,,[],"[""1990s"", ""2000s"", ""2010s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""This paper studies how hedge fund performance drives investor flows and managers’ lifetime compensation using a panel of 2,687 open-end hedge funds from the TASS database over 1995–2010, analyzed at monthly, quarterly and annual frequencies.""], ""policy_direction"": [], ""preferred_signs"": [""This paper studies how hedge fund performance drives investor flows and managers’ lifetime compensation using a panel of 2,687 open-end hedge funds from the TASS database over 1995–2010, analyzed at monthly, quarterly and annual frequencies.""], ""region_bucket"": [], ""time_decade"": [""over 1995–2010""], ""unit_of_analysis"": [""The unit is fund-period observations (fund-year/quarter/month) in the hedge-fund industry""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,9995,Appearing and Disappearing Dividends: The Link to Catering Incentives,journal_of_financial_economics,2003,Nixon-era dividend controls,Propensity to pay dividends,-,"Analyzes U.S. publicly traded nonfinancial, nonutility firms in Compustat at the firm-year level over 1963–2000, studying the propensity to pay dividends and a market ""dividend premium"" (value‑weighted log difference in payers’ vs nonpayers’ market‑to‑book). The paper links time-varying investor demand and policy episodes (notably Nixon’s 1971–74 dividend controls) to aggregate and firm-level dividend initiation and omission dynamics in the U.S. equity market.",9995|nixon-era dividend controls|propensity to pay dividends,,non_sensitive,unclear,,,"[""Developed""]","[""1960s"", ""1970s"", ""1980s"", ""1990s"", ""2000s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""policy episodes (notably Nixon’s 1971–74 dividend controls)""], ""policy_direction"": [], ""preferred_signs"": [""policy episodes (notably Nixon’s 1971–74 dividend controls)""], ""region_bucket"": [""U.S. publicly traded nonfinancial, nonutility firms""], ""time_decade"": [""1963–2000""], ""unit_of_analysis"": [""firm-year level"", ""firms""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,4704,Executive Pay and Performance: Evidence from the U.S. Banking Industry,journal_of_financial_economics,1994,Interstate banking deregulation,CEO compensation level,+,"This paper analyzes U.S. commercial banks in the 1980s (roughly 1980–1989/1981–1990) using a panel of 147 publicly traded banks across 36 states and DC. It exploits staggered state-level interstate banking deregulation (changes in state laws permitting out-of-state entry) to study how increased corporate-control market competitiveness affected CEO pay levels, pay structure (equity/options), and turnover. Units of observation are banks and bank CEOs; identification leverages cross-state and over-time variation in regulatory regimes with bank- and CEO-fixed effects and year controls.",4704|interstate banking deregulation|ceo compensation level,,ideology_sensitive,unclear,+,-,"[""Developed""]","[""1980s"", ""1990s""]","[""firm""]",[],[],[],"[""increased""]",[],"{""ideology_sensitivity"": [""staggered state-level interstate banking deregulation"", ""CEO pay levels"", ""increased corporate-control market competitiveness""], ""policy_direction"": [], ""preferred_signs"": [""staggered state-level interstate banking deregulation"", ""CEO pay levels"", ""increased corporate-control market competitiveness""], ""region_bucket"": [""U.S. commercial banks"", ""across 36 states and DC""], ""time_decade"": [""1980s (roughly 1980–1989/1981–1990)""], ""unit_of_analysis"": [""Units of observation are banks and bank CEOs""], ""demographics"": [], ""text_surface_cues"": [""increased""]}",[],[]
legacy,11439,Caught On Tape: Institutional Order Flow and Stock Returns,journal_of_financial_economics,2005,Lagged daily stock returns,Institutional flows,+,"This empirical study uses U.S. equity transaction and holdings data from 1993–2000 (TAQ trades, CRSP securities, and Spectrum/13‑F institutional filings) for NYSE and AMEX-listed common stocks to infer daily institutional flows from quarterly 13‑F reports. Units of observation include stocks (quarterly and daily), individual trades, and institutional holdings. The analysis exploits trade-size patterns, panel controls, and time-series dynamics to link inferred institutional buy/sell flows to short‑term return movements and liquidity provision by non‑13F market participants.",11439|lagged daily stock returns|institutional flows,,non_sensitive,unclear,,,"[""Developed""]","[""1990s"", ""2000s""]","[""firm""]",[],[],[],[],[],"{""ideology_sensitivity"": [""treatment: Lagged daily stock returns"", ""outcome: Institutional flows"", ""link inferred institutional buy/sell flows to short‑term return movements and liquidity provision""], ""policy_direction"": [], ""preferred_signs"": [""treatment: Lagged daily stock returns"", ""outcome: Institutional flows"", ""link inferred institutional buy/sell flows to short‑term return movements and liquidity provision""], ""region_bucket"": [""U.S. equity transaction and holdings data""], ""time_decade"": [""1993–2000""], ""unit_of_analysis"": [""Units of observation include stocks (quarterly and daily), individual trades, and institutional holdings.""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,4704,Executive Pay and Performance: Evidence from the U.S. Banking Industry,journal_of_financial_economics,1994,Interstate banking deregulation,Pay-performance sensitivity,+,"This paper analyzes U.S. commercial banks in the 1980s (roughly 1980–1989/1981–1990) using a panel of 147 publicly traded banks across 36 states and DC. It exploits staggered state-level interstate banking deregulation (changes in state laws permitting out-of-state entry) to study how increased corporate-control market competitiveness affected CEO pay levels, pay structure (equity/options), and turnover. Units of observation are banks and bank CEOs; identification leverages cross-state and over-time variation in regulatory regimes with bank- and CEO-fixed effects and year controls.",4704|interstate banking deregulation|pay-performance sensitivity,,ideology_sensitive,unclear,-,+,"[""Developed""]","[""1980s""]","[""firm""]",[],[],[],"[""increased""]",[],"{""ideology_sensitivity"": [""staggered state-level interstate banking deregulation"", ""Interstate banking deregulation""], ""policy_direction"": [], ""preferred_signs"": [""staggered state-level interstate banking deregulation"", ""Interstate banking deregulation""], ""region_bucket"": [""U.S."", ""36 states and DC"", ""U.S. commercial banks""], ""time_decade"": [""1980s"", ""1980–1989"", ""1981–1990""], ""unit_of_analysis"": [""Units of observation are banks and bank CEOs"", ""banks and bank CEOs""], ""demographics"": [], ""text_surface_cues"": [""how increased corporate-control market competitiveness affected CEO pay levels""]}",[],[]
legacy,6724,Dating the Integration of World Equity Markets,journal_of_financial_economics,1998,Market integration,U.S. equity ownership,+,"This paper studies capital‑market liberalizations in 20 emerging markets (monthly financial series and some annual indicators through the 1980s–mid‑1990s). Using country‑level time series — equity returns, dividend yields, market‑cap/GDP, trading turnover, net U.S. holdings and credit ratings — the authors date endogenous structural breaks in VARs and examine pre/post changes. The institutional setting comprises staggered policy reforms (ADRs, country funds, foreign‑ownership caps, exchange‑rate and regulatory reforms) associated with opening domestic equity markets to international investors.",6724|market integration|u.s. equity ownership,,non_sensitive,unclear,,,"[""Developing"", ""Developed""]","[""1980s"", ""1990s""]","[""government_country""]",[],[],[],[],[],"{""ideology_sensitivity"": [""Market integration"", ""capital‑market liberalizations"", ""opening domestic equity markets"", ""staggered policy reforms (ADRs, country funds, foreign‑ownership caps, exchange‑rate and regulatory reforms)""], ""policy_direction"": [], ""preferred_signs"": [""Market integration"", ""capital‑market liberalizations"", ""opening domestic equity markets"", ""staggered policy reforms (ADRs, country funds, foreign‑ownership caps, exchange‑rate and regulatory reforms)""], ""region_bucket"": [""20 emerging markets"", ""net U.S. holdings""], ""time_decade"": [""through the 1980s–mid‑1990s""], ""unit_of_analysis"": [""country‑level time series""], ""demographics"": [], ""text_surface_cues"": []}",[],[]
legacy,12068,CEO Turnover and Relative Performance Evaluation,journal_of_finance,2006,Decline in industry component (75th→25th),Forced CEO turnover probability,+,"This paper analyzes CEO turnover decisions for U.S. publicly listed firms from 1993–2001 using 2,548 firms (15,798 firm‑year observations) in the ExecuComp/CRSP/Compustat samples. The unit of analysis is the firm‑year and the outcome is hand‑classified forced versus voluntary CEO turnovers; industry benchmarks use Fama‑French 48 industries and equal‑/value‑weighted market/industry returns. The setting examines how industry and market shocks to stock returns influence dismissal decisions across industries and recessions in the U.S. equity market.",12068|decline in industry component (75th→25th)|forced ceo turnover probability,,,unclear,,,"[""Developed""]","[""1990s"", ""2000s""]","[""firm""]",[],[],[],[],"[""decline""]","{""ideology_sensitivity"": [], ""policy_direction"": [], ""preferred_signs"": [], ""region_bucket"": [""U.S.""], ""time_decade"": [""1993–2001""], ""unit_of_analysis"": [""The unit of analysis is the firm‑year""], ""demographics"": [], ""text_surface_cues"": [""Decline in industry component (75th→25th)""]}","[""legacy ideologically_sensitive flag missing; preserved as missing""]",[]
