case_id,example_displayed_sign,example_exact_jel_codes,example_false_side,example_original_sign,example_outcome,example_overlap_ratio,example_paper_id,example_treatment,example_true_side,jel_overlap_ratio,jel_similarity,matching_rule,pair_case_type,selection_score,shared_exact_jel_codes,shared_exact_jel_count,target_exact_jel_codes,target_exact_jel_count,target_outcome,target_paper_id,target_side,target_sign,target_treatment,task_name,union_exact_jel_count,variant
task3_jel_similarity_side_capped_jel_similarity_003617,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-cons,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,MCAS test scores,28756,conservative,None,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003618,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-cons,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,MCAS test scores,28756,conservative,None,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003619,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Number of college semesters enrolled,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003620,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Number of college semesters enrolled,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003621,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Number of suspensions,28756,liberal,-,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003622,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Number of suspensions,28756,liberal,-,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003623,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,On-time college enrollment,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003624,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,On-time college enrollment,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003625,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT Math top quartile,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003626,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT Math top quartile,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003627,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT Reasoning top quartile,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003628,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT Reasoning top quartile,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003629,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT test-taking,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003630,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-lib,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,SAT test-taking,28756,liberal,+,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003631,-,"[""I24"", ""I20"", ""I21""]",conservative,+,Arrest and incarceration probability,1.0,18487,Assigned to a school with more minority students,liberal,0.75,0.75,jaccard_jel_similarity,cons-cons,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Special education classification,28756,conservative,None,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003632,+,"[""I20"", ""I21"", ""I24""]",liberal,-,Absenteeism,1.0,31553,Zones of Choice program,conservative,0.75,0.75,jaccard_jel_similarity,lib-cons,0.75,"[""I20"", ""I21"", ""I24""]",3,"[""I21"", ""I20"", ""I28"", ""I24""]",4,Special education classification,28756,conservative,None,Preschool enrollment,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003633,None,"[""D12"", ""D14"", ""G41""]",conservative,+,Credit limit,1.0,25023,Experimental voucher use,liberal,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""D12"", ""D14"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Lender revenue,28765,liberal,-,Statewide disclosures,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003634,-,"[""G23"", ""G28"", ""G41"", ""J15"", ""G21""]",liberal,+,share of PPP loans to Black-owned firms,0.6,29364,Automation of loan origination process,conservative,0.5,0.375,jaccard_jel_similarity,lib-lib,0.375,"[""G23"", ""G28"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Lender revenue,28765,liberal,-,Statewide disclosures,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003635,None,"[""D12"", ""D14"", ""G41""]",conservative,+,Credit limit,1.0,25023,Experimental voucher use,liberal,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""D12"", ""D14"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Loan volume,28765,liberal,-,Statewide disclosures,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003636,-,"[""G23"", ""G28"", ""G41"", ""J15"", ""G21""]",liberal,+,share of PPP loans to Black-owned firms,0.6,29364,Automation of loan origination process,conservative,0.5,0.375,jaccard_jel_similarity,lib-lib,0.375,"[""G23"", ""G28"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Loan volume,28765,liberal,-,Statewide disclosures,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003637,None,"[""D12"", ""D14"", ""G41""]",conservative,+,Credit limit,1.0,25023,Experimental voucher use,liberal,0.5,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""D12"", ""D14"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Number of loans,28765,liberal,-,Statewide disclosures,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003638,-,"[""G23"", ""G28"", ""G41"", ""J15"", ""G21""]",liberal,+,share of PPP loans to Black-owned firms,0.6,29364,Automation of loan origination process,conservative,0.5,0.375,jaccard_jel_similarity,lib-lib,0.375,"[""G23"", ""G28"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Number of loans,28765,liberal,-,Statewide disclosures,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003639,None,"[""D12"", ""D14"", ""G41""]",conservative,+,Credit limit,1.0,25023,Experimental voucher use,liberal,0.5,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""D12"", ""D14"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Renewal/delinquency/default rates,28765,conservative,None,Statewide disclosures,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003640,-,"[""G23"", ""G28"", ""G41"", ""J15"", ""G21""]",liberal,+,share of PPP loans to Black-owned firms,0.6,29364,Automation of loan origination process,conservative,0.5,0.375,jaccard_jel_similarity,lib-cons,0.375,"[""G23"", ""G28"", ""G41""]",3,"[""G28"", ""G51"", ""D14"", ""G41"", ""G23"", ""D12""]",6,Renewal/delinquency/default rates,28765,conservative,None,Statewide disclosures,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003641,+,"[""G21"", ""G28"", ""G32"", ""G34"", ""E44""]",liberal,-,equity capital,0.6,27537,Being undercapitalized,conservative,0.3333,0.2727,jaccard_jel_similarity,lib-lib,0.2727,"[""E44"", ""G21"", ""G28""]",3,"[""L11"", ""N84"", ""L25"", ""G28"", ""N14"", ""N24"", ""E44"", ""G21"", ""E24""]",9,Opaque borrower growth,28767,liberal,-,Increase in bank size,task3,11,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003642,-,"[""G21"", ""G28"", ""G32"", ""G34"", ""E44""]",conservative,+,lending to zombie firms,0.6,27537,Being undercapitalized,liberal,0.3333,0.2727,jaccard_jel_similarity,cons-lib,0.2727,"[""E44"", ""G21"", ""G28""]",3,"[""L11"", ""N84"", ""L25"", ""G28"", ""N14"", ""N24"", ""E44"", ""G21"", ""E24""]",9,Opaque borrower growth,28767,liberal,-,Increase in bank size,task3,11,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003643,-,"[""G22"", ""D82"", ""I11""]",liberal,+,Total medical expenditure,0.6667,12289,Medigap coverage,conservative,0.6667,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""D82"", ""G22""]",2,"[""D82"", ""G22"", ""I13""]",3,Social welfare,28779,liberal,+,Allocating all households to optimal single contract,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003644,None,"[""I13"", ""J32"", ""I11"", ""G22""]",conservative,-,Uninsured rate,0.5,18698,Affordable Care Act (ACA),liberal,0.6667,0.4,jaccard_jel_similarity,cons-lib,0.4,"[""G22"", ""I13""]",2,"[""D82"", ""G22"", ""I13""]",3,Social welfare,28779,liberal,+,Allocating all households to optimal single contract,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003645,-,"[""G22"", ""D82"", ""I11""]",liberal,+,Total medical expenditure,0.6667,12289,Medigap coverage,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""D82"", ""G22""]",2,"[""D82"", ""G22"", ""I13""]",3,Total healthcare spending,28779,conservative,+,Lower marginal out-of-pocket cost (from one to zero),task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003646,None,"[""I13"", ""J32"", ""I11"", ""G22""]",conservative,-,Uninsured rate,0.5,18698,Affordable Care Act (ACA),liberal,0.6667,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""G22"", ""I13""]",2,"[""D82"", ""G22"", ""I13""]",3,Total healthcare spending,28779,conservative,+,Lower marginal out-of-pocket cost (from one to zero),task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003647,-,"[""G22"", ""D82"", ""I11""]",liberal,+,Total medical expenditure,0.6667,12289,Medigap coverage,conservative,0.6667,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""D82"", ""G22""]",2,"[""D82"", ""G22"", ""I13""]",3,Social welfare,28779,conservative,+,Offering vertical choice,task3,4,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003648,None,"[""I13"", ""J32"", ""I11"", ""G22""]",conservative,-,Uninsured rate,0.5,18698,Affordable Care Act (ACA),liberal,0.6667,0.4,jaccard_jel_similarity,cons-cons,0.4,"[""G22"", ""I13""]",2,"[""D82"", ""G22"", ""I13""]",3,Social welfare,28779,conservative,+,Offering vertical choice,task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003649,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Anganwadi worker absence rate,28780,liberal,-,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003650,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Anganwadi worker absence rate,28780,liberal,-,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003651,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Executive function scores (AWC),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003652,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Executive function scores (AWC),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003653,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Height-for-age z-score (HAZ),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003654,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Height-for-age z-score (HAZ),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003655,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Preschool instructional time,28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003656,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Preschool instructional time,28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003657,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Stunting rate,28780,liberal,-,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003658,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Stunting rate,28780,liberal,-,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003659,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-cons,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Total staff administrative time,28780,conservative,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003660,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-cons,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Total staff administrative time,28780,conservative,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003661,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Total staff health and nutrition time,28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003662,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Total staff health and nutrition time,28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003663,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Weight-for-age z-score (WAZ),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003664,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Weight-for-age z-score (WAZ),28780,liberal,+,Adding an early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003665,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Composite learning,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003666,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Composite learning,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003667,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Language test scores,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003668,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Language test scores,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003669,-,"[""M52"", ""C93"", ""O15"", ""I21""]",conservative,+,Variance of student test scores,0.75,15323,Performance-based bonus payments to teachers,liberal,0.6,0.5,jaccard_jel_similarity,cons-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Math test scores,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003670,mixed,"[""M52"", ""C93"", ""O15"", ""I21""]",liberal,+,student language test scores,0.75,15323,teacher performance pay,conservative,0.6,0.5,jaccard_jel_similarity,lib-lib,0.5,"[""C93"", ""I21"", ""O15""]",3,"[""I25"", ""O15"", ""I22"", ""I21"", ""C93""]",5,Math test scores,28780,liberal,+,Extra early childhood education facilitator,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003671,+,"[""F36"", ""G21"", ""O16"", ""F15"", ""E32""]",conservative,-,Output synchronization,0.4,14887,Legislative harmonization in financial services,liberal,0.5,0.2857,jaccard_jel_similarity,cons-cons,0.2857,"[""G21"", ""O16""]",2,"[""G21"", ""K4"", ""N25"", ""O16""]",4,Stock returns,28794,conservative,-,Rendition of Mixed Courts (switch to Chinese civil law),task3,7,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003672,mixed,"[""G21"", ""D50"", ""O16""]",liberal,-,Total investment,0.6667,24329,Reduction in microcredit supply,conservative,0.5,0.4,jaccard_jel_similarity,lib-cons,0.4,"[""G21"", ""O16""]",2,"[""G21"", ""K4"", ""N25"", ""O16""]",4,Stock returns,28794,conservative,-,Rendition of Mixed Courts (switch to Chinese civil law),task3,5,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003673,None,"[""D14"", ""G21"", ""G13"", ""D18""]",conservative,-,Debit card transactions,0.5,17028,Taking overdraft-related surveys,liberal,0.3333,0.25,jaccard_jel_similarity,cons-cons,0.25,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Borrower surplus,28799,conservative,-,$500 loan size cap,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003674,+,"[""D18"", ""D14""]",liberal,-,number of active lenders,1.0,19550,Anti-predatory pilot program (HB4050),conservative,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Borrower surplus,28799,conservative,-,$500 loan size cap,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003675,None,"[""D14"", ""G21"", ""G13"", ""D18""]",conservative,-,Debit card transactions,0.5,17028,Taking overdraft-related surveys,liberal,0.3333,0.25,jaccard_jel_similarity,cons-cons,0.25,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Consumer welfare,28799,conservative,-,Payday loan ban,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003676,+,"[""D18"", ""D14""]",liberal,-,number of active lenders,1.0,19550,Anti-predatory pilot program (HB4050),conservative,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Consumer welfare,28799,conservative,-,Payday loan ban,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003677,None,"[""D14"", ""G21"", ""G13"", ""D18""]",conservative,-,Debit card transactions,0.5,17028,Taking overdraft-related surveys,liberal,0.3333,0.25,jaccard_jel_similarity,cons-cons,0.25,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Consumer welfare,28799,conservative,-,Tighter loan size caps,task3,8,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003678,+,"[""D18"", ""D14""]",liberal,-,number of active lenders,1.0,19550,Anti-predatory pilot program (HB4050),conservative,0.3333,0.3333,jaccard_jel_similarity,lib-cons,0.3333,"[""D14"", ""D18""]",2,"[""D15"", ""D14"", ""D90"", ""D18"", ""D61"", ""L69""]",6,Consumer welfare,28799,conservative,-,Tighter loan size caps,task3,6,side_capped_jel_similarity
task3_jel_similarity_side_capped_jel_similarity_003679,None,"[""J31""]",conservative,+,Workers' earnings,1.0,4222,Profit per employee,liberal,0.1667,0.1667,jaccard_jel_similarity,cons-lib,0.1667,"[""J31""]",1,"[""J38"", ""E61"", ""J31"", ""E64"", ""E25"", ""E24""]",6,Employment,28831,liberal,None,Minimum wage increase,task3,6,side_capped_jel_similarity
